form	lemma	POS	morph
le	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
feroit	faire	VERcjg	|MODE=con||PERS.=3||NOMB.=s|
Dieus	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=r|
cangier	changier	VERinf	MORPH=empty
tout	tot	ADVgen	DEGRE=-
demanois	demanois	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
aroit	avoir	VERcjg	|MODE=ind||TEMPS=ipf||PERS.=3||NOMB.=s|
confondues	confondre	VERppe	|NOMB.=p||GENRE=m||CAS=r|
les	le	DETdef	|NOMB.=p||GENRE=m||CAS=r|
gens	gent1	NOMcom	|NOMB.=p||GENRE=m||CAS=r|
de	de	PRE	MORPH=empty
males	mal1	ADJqua	|NOMB.=p||GENRE=f||CAS=r||DEGRE=p|
lois	loi3	NOMcom	|NOMB.=p||GENRE=f||CAS=r|
,	,	PONfbl	MORPH=empty
[	[	PONfbl	MORPH=empty
82rb	erbu	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
]	]	PONfbl	MORPH=empty
Mors	morir	VERppe	|NOMB.=p||GENRE=m||CAS=n|
et	et	CONcoo	MORPH=empty
resuscités	resusciter	VERppe	|MODE=imp||PERS.=2||NOMB.=s|
ains	ainz	ADVgen	DEGRE=-
c’	que4	CONsub	CAS=r
on	on	PROind	|NOMB.=s||GENRE=n||CAS=n|
eüst	avoir	VERcjg	|MODE=sub||TEMPS=ipf||PERS.=3||NOMB.=s|
dit	dire	VERppe	|NOMB.=s||GENRE=m||CAS=r|
trois	trois	PROcar	|NOMB.=p||GENRE=m||CAS=r|
.	.	PONfrt	MORPH=empty
»	»	PONfbl	MORPH=empty
196	dedi	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
«	«	PONfbl	MORPH=empty
En	en1	PROind	MORPH=empty
tant	tant	ADVgen	DEGRE=-
come	come1	CONsub	MORPH=empty
on	on	PROind	|NOMB.=s||GENRE=n||CAS=n|
aroit	avoir	VERcjg	|MODE=ind||TEMPS=ipf||PERS.=3||NOMB.=s|
sa	son4	DETpos	|PERS.=3||NOMB.=s||GENRE=f||CAS=r|
main	main2	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
close	clore	VERppe	|NOMB.=s||GENRE=f||CAS=r|
et	et	CONcoo	MORPH=empty
ouvierte	ovirer	VERppe	|NOMB.=s||GENRE=f||CAS=n|
Aroit	avoir	VERcjg	|MODE=ind||TEMPS=ipf||PERS.=3||NOMB.=s|
Dieus	dieu	NOMpro	|NOMB.=p||GENRE=m||CAS=r|
paienime	paienie	NOMcom	|NOMB.=s||GENRE=f||CAS=r||DEGRE=p|
confondue	confondre	VERppe	|NOMB.=s||GENRE=f||CAS=r|
et	et	CONcoo	MORPH=empty
desierte	desireter	VERcjg	|NOMB.=s||GENRE=f||CAS=n|
.	.	PONfrt	MORPH=empty
Mais	mais1	CONcoo	MORPH=empty
Dieus	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
fait	faire	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
le	le	DETdef	|NOMB.=s||GENRE=m||CAS=r|
pardon	pardon	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
pour	por2	PRE	MORPH=empty
restorer	restorer	VERinf	MORPH=empty
sa	son4	DETpos	|PERS.=3||NOMB.=s||GENRE=f||CAS=r|
pierte	piere	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
A	a3	PRE	MORPH=empty
ceus	cel	PROdem	|NOMB.=p||GENRE=m||CAS=r|
qui	qui	PROrel	|NOMB.=p||GENRE=m||CAS=n|
soufferront	sofrir	VERcjg	|MODE=ind||TEMPS=fut||PERS.=3||NOMB.=p|
pour	por2	PRE	MORPH=empty
lui	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=i|
le	le	DETdef	|NOMB.=s||GENRE=m||CAS=r|
grant	grant	ADJqua	|NOMB.=s||GENRE=m||CAS=r||DEGRE=p|
povierte	poviviere	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
.	.	PONfrt	MORPH=empty
»	»	PONfbl	MORPH=empty
Par	par	PRE	MORPH=empty
un	un	DETndf	|NOMB.=s||GENRE=m||CAS=r|
pou	poi	NOMcom	|NOMB.=s||GENRE=n||CAS=r|
de	de	PRE	MORPH=empty
science	scïence	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
que	que2	PROrel	|NOMB.=s||GENRE=f||CAS=r|
Diex	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
li	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=i|
a	avoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
aprise	aprendre	VERppe	|NOMB.=s||GENRE=f||CAS=r|
Fait	faire	VERppe	|NOMB.=s||GENRE=m||CAS=r|
.	.	PONfrt	MORPH=empty
i	i2	DETndf	MORPH=empty
.	.	PONfrt	MORPH=empty
potiers	poitier2	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
.	.	PONfrt	MORPH=empty
i	i2	DETndf	MORPH=empty
.	.	PONfrt	MORPH=empty
pot	pöoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
,	,	PONfbl	MORPH=empty
puis	puis	ADVgen	DEGRE=-
avient	avenir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
qu’	que4	CONsub	MORPH=empty
il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
le	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
brise	brisier	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
.	.	PONfrt	MORPH=empty
Li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
potiers	poitor	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
prent	prendre	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
le	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
pot	pot	NOMcom	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
so	son4	DETpos	|NOMB.=s||GENRE=m||CAS=r|
despiece	despice	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
et	et	CONcoo	MORPH=empty
debrise	debris	VERppe	|NOMB.=s||GENRE=f||CAS=n|
,	,	PONfbl	MORPH=empty
Puis	puis	ADVgen	DEGRE=-
en	en2	PROadv	MORPH=empty
refait	refaire2	VERcjg	|MODE=ind||TEMPS=psp||PERS.=3||NOMB.=s|
[	[	PONfbl	MORPH=empty
103rb	deduire	VERppe	|NOMB.=s||GENRE=m||CAS=r|
]	]	PONfbl	MORPH=empty
d’	de	PRE	MORPH=empty
un	un	DETndf	|NOMB.=s||GENRE=m||CAS=r|
pot	pot	NOMcom	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
tot	tot	ADVgen	CAS=r
d’	de	PRE	MORPH=empty
autrele	autre	DETind	|NOMB.=s||GENRE=f||CAS=r|
guise	guise	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
.	.	PONfrt	MORPH=empty
Dont	donc	ADVgen	DEGRE=-
ne	ne1	ADVneg	MORPH=empty
fist	faire	VERcjg	|MODE=ind||TEMPS=psp||PERS.=3||NOMB.=s|
Diex	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
le	le	DETdef	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
pot	pöoir	VERcjg	|MODE=ind||TEMPS=psp||PERS.=3||NOMB.=s|
et	et	CONcoo	MORPH=empty
se	soi1	PROper	PERS.=3
fist	faire	VERcjg	|MODE=ind||TEMPS=psp||PERS.=3||NOMB.=s|
le	le	DETdef	|NOMB.=s||GENRE=m||CAS=r|
potier	poitier2	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
Puis	puis	ADVgen	DEGRE=-
que	que4	CONsub	MORPH=empty
il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
puet	pöoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
le	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
pot	pot	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s||CAS=r|
et	et	CONcoo	MORPH=empty
faire	faire	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
depecier	depecier	VERinf	MORPH=empty
?	?	PONfrt	MORPH=empty
Donc	donc	ADVgen	DEGRE=-
a	avoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
Diex	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
pooir	pöoir	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
de	de	PRE	MORPH=empty
faire	faire	VERinf	MORPH=empty
mort	mort	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
entier	entier	ADJqua	|NOMB.=s||GENRE=m||CAS=r||DEGRE=p|
,	,	PONfbl	MORPH=empty
Ja	ja	ADVgen	DEGRE=-
n’	ne1	ADVneg	MORPH=empty
estoit	estre1	VERcjg	|MODE=ind||TEMPS=ipf||PERS.=3||NOMB.=s|
il	il	PROimp	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
nus	nul	DETind	|NOMB.=s||GENRE=m||CAS=n|
hom	ome	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
quant	cant1	CONsub	MORPH=empty
Diex	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
fist	faire	VERcjg	|MODE=ind||TEMPS=psp||PERS.=3||NOMB.=s|
lo	le	DETdef	|NOMB.=s||GENRE=m||CAS=r|
premier	premier	ADJord	|NOMB.=s||GENRE=m||CAS=r|
.	.	PONfrt	MORPH=empty
Je	je	PROper	|PERS.=1||NOMB.=s||GENRE=m||CAS=n|
ne	ne1	ADVneg	MORPH=empty
diroie	dire	VERcjg	|MODE=con||PERS.=1||NOMB.=s|
mie	mie	ADVneg	MORPH=empty
que	que4	CONsub	MORPH=empty
Diex	dieu	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
ouvrast	ovrer	VERcjg	|MODE=sub||TEMPS=ipf||PERS.=3||NOMB.=s|
a	a3	PRE	MORPH=empty
droit	droit	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
Quant	cant1	CONsub	MORPH=empty
il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
nos	nos1	PROper	|PERS.=1||NOMB.=p||GENRE=m||CAS=i|
defera	deferrer	VERcjg	|MODE=ind||TEMPS=fut||PERS.=3||NOMB.=s|
s’	se	CONsub	MORPH=empty
il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
ne	ne1	ADVneg	MORPH=empty
nos	nos1	PROper	|PERS.=1||NOMB.=p||GENRE=m||CAS=i|
refaisoit	refaire2	VERcjg	|MODE=ind||TEMPS=ipf||PERS.=3||NOMB.=s|
Se	se	CONsub	MORPH=empty
l’	le	DETdef	|NOMB.=s||GENRE=f||CAS=n|
arme	ame	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
sent	sentir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
la	le	DETdef	|NOMB.=s||GENRE=f||CAS=r|
peinne	peine	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
que	que2	PROrel	NOMB.=s
li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
cors	cors1	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
deservoit	deservir	VERcjg	|MODE=ind||TEMPS=ipf||PERS.=3||NOMB.=s|
Tort	tort2	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
li	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=i|
avroit	avoir	VERcjg	|MODE=con||PERS.=3||NOMB.=s|
Dieux	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
fait	faire	VERcjg	NOMB.=s
se	se	CONsub	MORPH=empty
li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
cors	cors1	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
ni	ne1	ADVneg	MORPH=empty
partoit	partir	VERcjg	|MODE=ind||TEMPS=ipf||PERS.=3||NOMB.=s|
.	.	PONfrt	MORPH=empty
Li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
arme	ame	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
et	et	CONcoo	MORPH=empty
li	le	DETdef	|NOMB.=p||GENRE=m||CAS=n|
cors	cors1	NOMcom	|NOMB.=p||GENRE=m||CAS=n|
sunt	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=p|
a	a3	PRE	MORPH=empty
perte	perte	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
et	et	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
guenangne	guenance	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
:	:	PONfbl	MORPH=empty
Se	se	CONsub	MORPH=empty
il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
fait	faire	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
bien	bien1	ADVgen	DEGRE=p
ou	o3	CONcoo	MORPH=empty
mal	mal1	ADVgen	|NOMB.=s||GENRE=m||CAS=r|
ele	il	PROper	|PERS.=3||NOMB.=s||GENRE=f||CAS=n|
en	en2	PROadv	MORPH=empty
sera	estre1	VERcjg	|MODE=ind||TEMPS=fut||PERS.=3||NOMB.=s|
compengne	compagne1	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
.	.	PONfrt	MORPH=empty
Or	or4	ADVgen	DEGRE=-
se	soi1	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
gart	garder	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
bien	bien1	ADVgen	DEGRE=p
li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
cors	cors1	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
si	si	ADVgen	DEGRE=-
fait	faire	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
fole	fol3	ADJqua	|NOMB.=s||GENRE=f||CAS=r||DEGRE=p|
bargangne	barnage	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
:	:	PONfbl	MORPH=empty
Il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
ne	ne1	ADVneg	MORPH=empty
s’	soi1	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
en	en2	PROadv	MORPH=empty
puet	pöoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
loer	löer1	VERinf	MORPH=empty
puis	puis	ADVgen	DEGRE=-
que	que4	CONsub	MORPH=empty
l’	le	DETdef	|NOMB.=s||GENRE=f||CAS=n|
arme	ame	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
s’	soi1	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
en	en2	PROadv	MORPH=empty
plengne	plaindre	VERcjg	|MODE=sub||TEMPS=pst||PERS.=3||NOMB.=s|
.	.	PONfrt	MORPH=empty
Li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
cors	cors1	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
qui	qui	PROrel	|NOMB.=s||GENRE=m||CAS=n|
avra	avoir	VERcjg	|MODE=ind||TEMPS=fut||PERS.=3||NOMB.=s|
mis	metre2	VERppe	|NOMB.=s||GENRE=m||CAS=r|
en	en1	PRE	MORPH=empty
toz	tot	DETind	|GENRE=m||CAS=r|
pechié	pechié	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
sa	son4	DETpos	|PERS.=3||NOMB.=s||GENRE=f||CAS=r|
cure	cure	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
En	en1	PRE	MORPH=empty
orguel	orgueil	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
,	,	PONfbl	MORPH=empty
en	en1	PRE	MORPH=empty
envie	envie	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
en	en1	PRE	MORPH=empty
pechié	pechié	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
de	de	PRE	MORPH=empty
luxure	luxure	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
Se	soi1	CONsub	MORPH=empty
l’	le	DETdef	|NOMB.=s||GENRE=f||CAS=r|
arme	ame	NOMcom	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s||GENRE=f|
lo	le	DETdef	|NOMB.=s||GENRE=m||CAS=r|
compere	comparer2	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
en	en2	PROadv	MORPH=empty
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
a	a3	PRE	MORPH=empty
bien	bien1	ADVgen	DEGRE=p
droiture	droiture	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
Oïl	öil	ADVgen	DEGRE=-
qu’	que4	CONsub	MORPH=empty
ensi	ainsi	ADVgen	DEGRE=-
–	–	PONfbl	MORPH=empty
dit	dire	VERppe	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
Diex	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
–	–	PONfbl	MORPH=empty
quant	cant1	CONsub	MORPH=empty
il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
forma	former	VERcjg	|MODE=ind||TEMPS=psp||PERS.=3||NOMB.=s|
nature	nature	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
.	.	PONfrt	MORPH=empty
Autrement	autrement	ADVgen	DEGRE=-
ne	ne1	ADVneg	MORPH=empty
seroit	estre1	VERcjg	|MODE=con||PERS.=3||NOMB.=s|
la	le	DETdef	|NOMB.=s||GENRE=f||CAS=n|
compengnie	compagnie	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
igal	igal	ADJqua	|NOMB.=s||GENRE=m||CAS=n||DEGRE=p|
,	,	PONfbl	MORPH=empty
S’	se	CONsub	MORPH=empty
il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
ni	ne1	ADVneg	MORPH=empty
erent	estre1	VERcjg	|MODE=ind||TEMPS=ipf||PERS.=3||NOMB.=p|
parconnier	parçonier	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
dou	de+le	PRE.DETdef	|NOMB.=s||GENRE=m||CAS=r|
bien	bien2	NOMcom	|NOMB.=s||GENRE=m||CAS=r||DEGRE=p|
et	et	CONcoo	MORPH=empty
dou	de+le	PRE.DETdef	|NOMB.=s||GENRE=m||CAS=r|
mal	mal1	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
.	.	PONfrt	MORPH=empty
Se	se	CONsub	MORPH=empty
li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
cors	cors1	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
tient	tenir1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
a	a3	PRE	MORPH=empty
l’	le	DETdef	|NOMB.=s||GENRE=f||CAS=r|
arme	ame	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
conpengnie	compagnie	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
loial	lëal	ADJqua	|NOMB.=s||GENRE=m||CAS=r||DEGRE=p|
Il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
descendra	descendre	VERcjg	|MODE=ind||TEMPS=fut||PERS.=3||NOMB.=s|
a	a3	PRE	MORPH=empty
pié	pié	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
por	por2	PRE	MORPH=empty
li	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=i|
metre	metre2	VERinf	MORPH=empty
a	a3	PRE	MORPH=empty
cheval	cheval	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
.	.	PONfrt	MORPH=empty
En	en1	PRE	MORPH=empty
Paradis	paradis	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
n’	ne1	ADVneg	MORPH=empty
a	avoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
arme	ame	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
qui	qui	PROrel	|NOMB.=s||GENRE=m||CAS=n|
ne	ne1	ADVneg	MORPH=empty
soit	estre1	VERcjg	|MODE=sub||TEMPS=pst||PERS.=3||NOMB.=s|
en	en1	PRE	MORPH=empty
desir	desirre	ADVgen	MORPH=empty
Que	que4	CONsub	MORPH=empty
li	le	DETdef	|NOMB.=s||GENRE=m||CAS=n|
Jugemenz	jugement	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
viengne	venir	VERcjg	|MODE=sub||TEMPS=pst||PERS.=3||NOMB.=s|
por	por2	PRE	MORPH=empty
les	le	DETdef	|NOMB.=p||GENRE=m||CAS=r|
cors	cors1	NOMcom	|NOMB.=p||GENRE=m||CAS=r|
raemplir	räemplir	VERinf	MORPH=empty
Des	de+le	PRE.DETdef	|NOMB.=p||GENRE=m||CAS=r|
biens	bien2	NOMcom	|NOMB.=p||GENRE=m||CAS=r|
et	et	CONcoo	MORPH=empty
des	de+le	PRE.DETdef	|NOMB.=p||GENRE=f||CAS=r|
granz	grant	ADJqua	|NOMB.=p||GENRE=f||CAS=r||DEGRE=p|
joies	joie	NOMcom	|NOMB.=p||GENRE=f||CAS=r|
que	que2	PROrel	|NOMB.=p||GENRE=m||CAS=r|
Diex	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
lor	il	PROper	|PERS.=3||NOMB.=p||GENRE=m||CAS=i|
fait	faire	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
sentir	sentir	VERinf	MORPH=empty
Mais	mais1	CONcoo	MORPH=empty
ja	ja	ADVgen	DEGRE=-
cele	cel	PROdem	|NOMB.=s||GENRE=f||CAS=r|
d’	de	PRE	MORPH=empty
Enfer	enfer	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
n’	ne1	ADVneg	MORPH=empty
en	en2	PROadv	MORPH=empty
querroient	querre	VERcjg	|MODE=con||TEMPS=fut||PERS.=3||NOMB.=p|
issir	issir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Toute	tot	DETind	|NOMB.=s||GENRE=f||CAS=n||DEGRE=-|
ceste	cest	DETdem	|NOMB.=s||GENRE=f||CAS=r|
parole	parole	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
fais	faire	VERppe	NOMB.=s
estable	estable1	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
por	por2	PRE	MORPH=empty
voir	voir	ADJqua	DEGRE=-
Qu’	que4	CONsub	MORPH=empty
il	il	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
n’	ne1	ADVneg	MORPH=empty
a	avoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
arme	ame	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
en	en1	PRE	MORPH=empty
Enfer	enfer	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
qui	qui	PROrel	|NOMB.=s||GENRE=m||CAS=n|
se	soi1	PROper	|PERS.=3||NOMB.=s||GENRE=m||CAS=r|
voussist	voloir	VERcjg	|MODE=sub||TEMPS=ipf||PERS.=3||NOMB.=s|
movoir	movoir	VERinf	NOMB.=x
Ou	o3	CONcoo	NOMB.=s
point	point	ADVneg	NOMB.=s
ou	o3	CONcoo	|GENRE=f||CAS=i|
eles	il	PROper	|PERS.=3||NOMB.=p||GENRE=f||CAS=n|
sunt	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=p|
vorroient	vëoir	VERcjg	|MODE=con||PERS.=3||NOMB.=p|
remenoir	remanoir	VERinf	MORPH=empty
Miex	mieus	ADVgen	DEGRE=c
qu’	que4	CONsub	MORPH=empty
asambler	assembler	VERinf	MORPH=empty
au	a3+le	PRE.DETdef	|NOMB.=s||GENRE=m||CAS=r|
cors	cors1	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
por	por2	PRE	MORPH=empty
double	doble	ADJqua	|NOMB.=s||GENRE=f||CAS=r||DEGRE=p|
poinne	peine	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
avoir	avoir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Mais	mais1	CONcoo	MORPH=empty
eles	il	PROper	|PERS.=3||NOMB.=p||GENRE=f||CAS=n|
sevent	savoir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=p|
bien	bien1	ADVgen	DEGRE=p
que	que4	CONsub	MORPH=empty
toutes	tot	PROind	|NOMB.=p||GENRE=f||CAS=n|
isseront	issir	VERcjg	|MODE=ind||TEMPS=fut||PERS.=3||NOMB.=p|
Celes	cel	PROdem	|NOMB.=p||GENRE=f||CAS=r|
qui	qui	PROrel	|NOMB.=p||GENRE=m||CAS=n|
en	en1	PRE	MORPH=empty
Enfer	enfer	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
et	et	CONcoo	MORPH=empty
en	en1	PRE	MORPH=empty
Paradis	paradis	NOMcom	|NOMB.=p||GENRE=m||CAS=r|
sunt	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=p|
.	.	PONfrt	MORPH=empty
[	[	PONfbl	MORPH=empty
103va	devaler	VERcjg	|MODE=ind||TEMPS=psp||PERS.=3||NOMB.=s|
]	]	PONfbl	MORPH=empty
Devant	devant	PRE	MORPH=empty
lo	le	DETdef	|NOMB.=s||GENRE=m||CAS=r|
jugement	jugement	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
quant	cant1	CONsub	MORPH=empty
li	le	DETdef	|NOMB.=p||GENRE=m||CAS=n|
cors	cors1	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
revenront	revenir	VERcjg	|MODE=ind||TEMPS=fut||PERS.=3||NOMB.=p|
Toute	tot	DETind	|NOMB.=p||GENRE=f||CAS=n|
celes	cel	PROdem	|NOMB.=p||GENRE=f||CAS=r|
d’	de	PRE	MORPH=empty
Enfer	enfer	NOMcom	|NOMB.=s||GENRE=m||CAS=r|
lor	lor2	DETpos	|PERS.=3||NOMB.=p||GENRE=f||CAS=r|
peinnes	peine	NOMcom	|NOMB.=p||GENRE=f||CAS=r|
doubleront	doblir	VERcjg	|MODE=ind||PERS.=3||NOMB.=p|
.	.	PONfrt	MORPH=empty
Merveile	merveille	NOMcom	|NOMB.=s||GENRE=f||CAS=n|
est	estre1	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
comment	coment1	ADVsub	MORPH=empty
hom	ome	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
devient	devenir	VERcjg	|MODE=ind||TEMPS=pst||PERS.=3||NOMB.=s|
popelicanz	popable	VERppa	|NOMB.=s||GENRE=m||CAS=n|
:	:	PONfbl	MORPH=empty
Il	il	PROimp	|PERS.=3||NOMB.=s||GENRE=m||CAS=n|
n’	ne1	ADVneg	MORPH=empty
estoit	estre1	VERcjg	|MODE=ind||TEMPS=ipf||PERS.=3||NOMB.=s|
hom	ome	NOMcom	|NOMB.=s||GENRE=m||CAS=n|
ne	ne2	CONcoo	MORPH=empty
famme	feme	NOMcom	|NOMB.=s||GENRE=f||CAS=r|
quant	cant1	CONsub	MORPH=empty
Diex	dieu	NOMpro	|NOMB.=s||GENRE=m||CAS=n|
forma	former	VERcjg	|MODE=ind||TEMPS=psp||PERS.=3||NOMB.=s|
Adam	adam	NOMpro	|NOMB.=s||GENRE=m||CAS=r|
.	.	PONfrt	MORPH=empty
Cil	cel	PROdem	|NOMB.=s||GENRE=m||CAS=n|
qui	qui	PROrel	|NOMB.=s||GENRE=m||CAS=n|
